Column 2	Column 5	Column 6	Column 7	Column 11
Kastel-Staadt,Kastel-Staadt,	49.56513	6.55942	P	08
Kattenes,Kattenes,	50.25187	7.44157	P	08
Katzenbach,Katzenbach,	50.81028	7.91004	P	08
Katzenbach,Katzenbach,	49.6452	7.80885	P	08
Katzenbach,Katzenbach,	49.43453	7.50228	P	08
Katzenelnbogen,Katzenelnbogen,Kacenelnbogen,Katcenel'nbogen,Katcenelnbogen,Katzenelnbogen,Katzenelnbogn,ka ce nei er en bo gen,katsn alnbwghn,kattsuen'erunbogen,Катценелнбоген,Катценельнбоген,Каценелнбоген,كاتسن إلنبوغن,کتسن‌البوگتن,カッツェンエルンボーゲン,卡策内尔恩博根	50.26745	7.97322	P	08
Katzenloch,Katzenloch,	49.76727	7.22159	P	08
Katzweiler,Katzweiler,	49.5	7.7	P	08
Katzwinkel,Katzwinkel,	50.25	6.91667	P	08
Katzwinkel,Katzwinkel,Katzwinkel	50.8147	7.82236	P	08
Kau,Kau,Kau	50.60912	7.34084	P	08
Kaub,Kaub,Kaub,kao bu,kaupu,kawb,kwab,Кауб,كاوب,کواب,カウプ,考布	50.08831	7.76069	P	08
Kaulbach,Kaulbach,	49.55	7.63333	P	08
Kausen,Kausen,	50.74146	7.8676	P	08
Kausen,Kausen,Kausen	50.49596	7.65794	P	08
Kautenbach,Kautenbach,	49.91414	7.12535	P	08
Kefersheim,Kefersheim,	49.68824	7.4342	P	08
Kehlbach,Kehlbach,	50.25922	7.75884	P	08
Kehrig,Kehrig,	50.28333	7.21667	P	08
Keidelheim,Keidelheim,	49.98333	7.5	P	08
Kelberg,Kelberg,Kehlberg,Kel'berg,Kelberg,ke er bei ge,keruberuku,Келберг,Кельберг,ケルベルク,克尔贝格	50.29164	6.9195	P	08
Keldung,Keldung,	50.22107	7.33097	P	08
Kell,Kell,	50.44884	7.30832	P	08
Kell,Kell,Kell,Kell am See	49.63425	6.8239	P	08
Kell am See,Kell am See,Kel am Ze,Kell'-am-Ze,bin hu ke er,Кел ам Зе,Келль-ам-Зе,ケル・アム・ゼー,滨湖克尔	49.63306	6.82217	P	08
Kellenbach,Kellenbach,Kelenbakh,Kellenbakh,ke lun ba he,Келенбах,Келленбах,克伦巴赫	49.85	7.48333	P	08
Kelsen,Kelsen,	49.57072	6.49036	P	08
Kemmenau,Kemmenau,	50.35	7.75	P	08
Kempenich,Kempenich,Kempenikh,ken pei ni xi,Кемпених,肯佩尼希	50.42024	7.11698	P	08
Kempfeld,Kempfeld,Kempfel'd,Kempfeld,ken pu fei er de,Кемпфелд,Кемпфельд,肯普费尔德	49.78991	7.24634	P	08
Kempten,Kempten,	49.96729	7.93702	P	08
Kenn,Kenn,	49.8	6.71667	P	08
Kennfus,Kennfus,	50.08829	7.02155	P	08
Keppeshausen,Keppeshausen,	49.96667	6.16667	P	08
Kerben,Kerben,	50.31667	7.36667	P	08
Kerlingen,Kerlingen,Kerlingen	49.31725	6.65105	P	09
Kernscheid,Kernscheid,	49.72465	6.68484	P	08
Kerpen,Kerpen,Kerpen,Керпен	50.30967	6.72978	P	08
Kersch,Kersch,	49.79268	6.54528	P	08
Kerschenbach,Kerschenbach,	50.35	6.5	P	08
Kerzenheim,Kerzenheim,Kercenkhajm,ke er cen hai mu,Керценхайм,Керценхајм,克尔岑海姆	49.57639	8.05972	P	08
Kerzweilerhof,Kerzweilerhof,	49.56542	8.01291	P	08
Kescheid,Kescheid,	50.66667	7.48333	P	08
Kesfeld,Kesfeld,	50.15	6.23333	P	08
Kesselheim,Kesselheim,	50.3993	7.58208	P	08
Kesseling,Kesseling,Keseling,Kesseling,kai se ling,Кеселинг,Кесселинг,凯瑟灵	50.48333	7.01667	P	08
Keßlingen,Kesslingen,Kesslingen,Keßlingen	49.51335	6.48201	P	09
Kesten,Kesten,	49.9	6.95	P	08
Kestert,Kestert,	50.18333	7.65	P	08
Kettenhausen,Kettenhausen,	50.70889	7.62746	P	08
Kettenheim,Kettenheim,	49.72167	8.11333	P	08
Ketterichhof,Ketterichhof,	49.13779	7.59308	P	08
Kettig,Kettig,	50.4	7.46667	P	08
Keuchingen,Keuchingen,	49.49433	6.58708	P	09
Kickeshausen,Kickeshausen,	50.06667	6.25	P	08
Kimmlingerhof,Kimmlingerhof,	49.82784	6.59694	P	08
Kindel,Kindel,	49.96952	7.05201	P	08
Kindenheim,Kindenheim,	49.61111	8.16417	P	08
Kinderbeuern,Kinderbeuern,	50.00935	7.02355	P	08
Kindsbach,Kindsbach,	49.41667	7.61667	P	08
Kinheim,Kinheim,	49.96667	7.05	P	08
Kinzenburg,Kinzenburg,	50.11667	6.35	P	08
Kirburg,Kirburg,	50.68333	7.93333	P	08
Kirchberg,Kirchberg,Kirchberg,Kirchberg (Hunsrueck),Kirchberg (Hunsrück),Kirkhberg,ji xi bei ge,kiruhiberuku,kyrshbrg,kyrshbrgh,Кирхберг,كيرشبرغ,کیرشبرگ,キルヒベルク,基希贝格	49.94395	7.407	P	08
Kirchdaun,Kirchdaun,	50.57083	7.16785	P	08
Kircheib,Kircheib,Kirkhajb,ji er xia yi bu,kyrshayb,Кирхайб,Кирхајб,کیرشایب,基尔夏伊布	50.70921	7.45967	P	08
Kirchen,Kirchen,Chiricheim,Kirchen,Kirchen an der Sieg,Kirkhen,ji xing,kiruhyen,kyrshn,Кирхен,كيرشن,کیرشن,キルヒェン,基兴	50.80849	7.88634	P	08
Kirchenarnbach,Kirchenarnbach,	49.34946	7.5739	P	08
Kirchenbollenbach,Kirchenbollenbach,Kaethebach,Kirchenbollenbach,Kirchendollenbach,Käthebach	49.69201	7.41103	P	08
Kircherhütte,Kircherhuette,	50.8	7.86667	P	08
Kirchesch,Kirchesch,	50.37358	7.15802	P	08
Kirchheim an der Weinstraße,Kirchheim an der Weinstrasse,Kaerschm,Kirchheim,Kirchheim an der Eck,Kirchheim an der Weinstrasse,Kirchheim an der Weinstraße,Kirkhajm na Vinskom Putu,Kirkhgajm,Kirkhkhajm,Kärschm,wei yin si te la sai pang ji er xia yi mu,Кирхајм на Винском Путу,Кирхгайм,Кирххайм,韦因斯特拉塞旁基尔夏伊姆	49.53722	8.18083	P	08
Kirchheimbolanden,Kirchheimbolanden,Kircheimbolanden,Kirchheimbolanden,Kirkhgajmbolanden,Kirkhkhajmbolanden,ji er xia yin bo lan deng,kiruhihaimuboranden,kyrshhaymbwlandn,Кирхгаймболанден,Кирххаймболанден,Кирххајмболанден,كيرشهايمبولاندن,کیرشهایمبولاندن,キルヒハイムボーランデン,基尔夏因博兰登	49.66249	8.01513	P	08
Kirchmohr,Kirchmohr,	49.45807	7.47855	P	08
Kirchsahr,Kirchsahr,	50.52254	6.89976	P	08
Kirchwald,Kirchwald,	50.36667	7.15	P	08
Kirchweiler,Kirchweiler,	50.23019	6.74526	P	08
Kirf,Kirf,Kirf,ji er fu,Кирф,基尔夫	49.55	6.48333	P	08
Kirkel,Kirkel,Kirkel,Kirkel',ji er ke er,kyrkl,Киркел,Киркель,Кіркель,کیرکل,基尔克尔	49.28333	7.23333	P	09
Kirmuthscheid,Kirmuthscheid,	50.37197	6.84125	P	08
Kirn,Kirn,Kiere,Kirn,ji er en,Кирн,基尔恩	49.78912	7.45765	P	08
Kirnsulzbach,Kirnsulzbach,Kirnsulzbach	49.76369	7.4328	P	08
Kirrberg,Kirrberg,Kirrberg	49.30415	7.37089	P	09
Kirrweiler,Kirrweiler,Kirrweiler,Kirvajler,ji er wei lei,Кирвайлер,Кирвајлер,基尔韦勒	49.30124	8.16288	P	08
Kirrweiler,Kirrweiler,Kirvajler,Kirvajler Lauterekken,Кирвайлер Лаутереккен,Кирвајлер	49.63333	7.5	P	08
Kirsbach,Kirsbach,	50.32583	6.99306	P	08
Kirsch,Kirsch,	49.8114	6.76226	P	08
Kirschhof,Kirschhof,	49.35196	6.93948	P	09
Kirschroth,Kirschroth,Kirshrot,ji er shi luo te,Киршрот,基尔施罗特	49.76667	7.56667	P	08
Kirschweiler,Kirschweiler,	49.75	7.25	P	08
Kisselbach,Kisselbach,	50.05	7.61667	P	08
Kisselhof,Kisselhof,	49.5414	8.03158	P	08
Klarenthal,Klarenthal,Clarenthal,Klarenthal	49.23027	6.89469	P	09
Klausen,Klausen,	49.9	6.88333	P	08
Kleinblittersdorf,Kleinblittersdorf,Klajnblitersdorf,Klajnblittersdorf,Kljajnblittersdorf,xiao bu li te er si duo fu,Клайнблиттерсдорф,Клајнблитерсдорф,Кляйнбліттерсдорф,小布利特尔斯多夫	49.1578	7.03734	P	09
Kleinbockenheim,Kleinbockenheim,Kleinbockenheim	49.61667	8.18333	P	08
Kleinbundenbach,Kleinbundenbach,	49.31667	7.43333	P	08
Kleinfischlingen,Kleinfischlingen,	49.26333	8.18694	P	08
Kleinholbach,Kleinholbach,	50.44548	7.90554	P	08
Kleinich,Kleinich,Klajnikh,ke lai ni xi,Клайних,Клајних,克莱尼希	49.9	7.18333	P	08
Kleinkarlbach,Kleinkarlbach,Klaekarlbach,Klajnkarlbakh,Kläkarlbach,xiao ka er ba he,Клайнкарлбах,Клајнкарлбах,小卡尔巴赫	49.53861	8.14972	P	08
Kleinlangenfeld,Kleinlangenfeld,	50.26667	6.48333	P	08
Kleinmaischeid,Kleinmaischeid,	50.51345	7.6083	P	08
Kleinniedesheim,Kleinniedesheim,	49.58694	8.32222	P	08
Kleinottweiler,Kleinottweiler,	49.34604	7.29338	P	09
Kleinsteinfeld,Kleinsteinfeld,	49.05875	8.04543	P	08
Kleinsteinhausen,Kleinsteinhausen,	49.2	7.46667	P	08
Kleinweidelbach,Kleinweidelbach,	49.99943	7.64817	P	08
Kleinweis,Kleinweis,	50.04366	6.26712	P	08
Klein-Winternheim,Klein-Winternheim,Klajn-Vinternkhajm,xiao wen te er en hai mu,Клайн-Винтернхайм,Клајн-Винтернхајм,小温特尔恩海姆	49.93833	8.21194	P	08
Kliding,Kliding,	50.11667	7.05	P	08
Klingelbach,Klingelbach,	50.27551	7.96966	P	08
Klingen,Klingen,	49.13889	8.05667	P	08
Klingenmünster,Klingenmunster,Klingenminster,Klingenmjunster,Клингенминстер,Клингенмюнстер	49.14056	8.01861	P	08
Kloster,Kloster,	50.02892	7.52512	P	08
Klosterhof,Klosterhof,	49.53333	8.01667	P	08
Klosterkumbd,Klosterkumbd,	50.03333	7.53333	P	08
Kloster Rosenthal,Kloster Rosenthal,	49.56028	8.01222	P	08
Klotten,Klotten,Kloten,Klotten,Клотен,Клоттен	50.16667	7.2	P	08
Kludenbach,Kludenbach,	49.98333	7.36667	P	08
Klüsserath,Kluesserath,Kliserat,Kljusserat,Kluesserath,Klusserath,Klüsserath,ke lu sai la te,Клисерат,Клюссерат,克吕塞拉特	49.845	6.85086	P	08
Knausholz,Knausholz,	49.29783	6.82332	P	09
Knittelsheim,Knittelsheim,	49.19167	8.25139	P	08
Knopp,Knopp,	49.33333	7.5	P	08
Knopp-Labach,Knopp-Labach,	49.33333	7.5	P	08
Knöringen,Knoringen,	49.23778	8.14444	P	08
Knorscheid,Knorscheid,Knorscheid	49.39844	6.86975	P	09
Kobern,Kobern,	50.30856	7.45917	P	08
Kobern-Gondorf,Kobern-Gondorf,Kobern-Gondorf,ke bo en-gong duo fu,koban=gondorufu,Коберн-Гондорф,コーバン＝ゴンドルフ,科伯恩-贡多夫	50.3023	7.45612	P	08
Koblenz,Koblenz,Coblenca,Coblence,Coblentz,Coblenz,Coblenza,Coblença,Confluentes,Koblenc,Koblencas,Koblenci,Koblencja,Koblenco,Koblentza,Koblenz,Komplents,ZNV,ke bu lun ci,kobeullencheu,koburentsu,kwblns,kwblnts,kwblnz,qwblnz,Κόμπλεντς,Кобленц,קובלנץ,كوبلنس,کوبلنتس,کوبلنز,コブレンツ,科布倫茨,코블렌츠	50.35357	7.57883	P	08
Koblenz-Moselweiß,Koblenz-Moselweiss,	50.35083	7.55861	P	08
Kobscheid,Kobscheid,	50.29909	6.37231	P	08
Kodden,Kodden,	50.60912	7.40251	P	08
Köhlershohn,Koehlershohn,Kohlershohn,Köhlershohn	50.63967	7.33639	P	08
Kohlhardt,Kohlhardt,	50.73364	7.71245	P	08
Kohlhof,Kohlhof,	49.32151	7.23736	P	09
Koisdorf,Koisdorf,Coisdorf,Koisdorf	50.53037	7.24292	P	08
Kölbach,Koelbach,	50.73333	7.75	P	08
Kölbingen,Kolbingen,	50.55	7.93333	P	08
Köllerbach,Koellerbach,	49.30181	6.89696	P	09
Kollesleuken,Kollesleuken,	49.54884	6.51235	P	08
Köllig,Koellig,	49.63419	6.44363	P	08
Kollig,Kollig,	50.26667	7.28333	P	08
Kölln,Koelln,	49.30286	6.8935	P	09
Kollweiler,Kollweiler,Koll'vajler,Kolvajler,Колвајлер,Колльвайлер	49.51667	7.58333	P	08
Kölnische Höfe,Koelnische Hoefe,	50.22725	7.02453	P	08
Kolsch-Bullesbach,Kolsch-Bullesbach,	50.70825	7.38213	P	08
Kolverath,Kolverath,Colverath,Kolverath	50.26667	6.96667	P	08
Kommen,Kommen,	49.88333	7.13333	P	08
Kommlingen,Kommlingen,	49.68226	6.60495	P	08
Könen,Koenen,	49.67992	6.55222	P	08
Konfeld,Konfeld,Konfeld	49.55634	6.83407	P	09
Köngernheim,Kongernheim,Koengernheim,Köngernheim	49.84583	8.24667	P	08
Königsau,Koenigsau,	49.85	7.48333	P	08
Königsbach,Koenigsbach,	50.32428	7.58639	P	08
Königsbach an der Weinstraße,Koenigsbach an der Weinstrasse,Konigsbach,Konigsbach an der Weinstrasse,Königsbach,Königsbach an der Weinstraße	49.38515	8.15867	P	08
Königsfeld,Koenigsfeld,	50.49792	7.17712	P	08
Konken,Konken,Konken,kong ken,Конкен,孔肯	49.5088	7.35393	P	08
Konz,Konz,Conz,Konc,Konz,koncheu,kong ci,kontsu,ktz,kwnts,Конц,كونتس,کتز,კონცი,コンツ,孔茨,콘츠	49.70045	6.57652	P	08
Koosbüsch,Koosbuesch,	50.00356	6.42444	P	08
Kopp,Kopp,	50.18333	6.58333	P	08
Kopscheid,Kopscheid,	50.10822	6.32688	P	08
Korb,Korb,	50.6536	7.89074	P	08
Körborn,Korborn,Kerborn,Kjorborn,ke er bo er en,Керборн,Кёрборн,克尔博尔恩	49.56667	7.36667	P	08
Kordel,Kordel,	49.83333	6.63333	P	08
Kördorf,Kordorf,	50.28737	7.92114	P	08
Korlingen,Korlingen,	49.72714	6.72475	P	08
Körperich,Koerperich,Kerperikh,Kjorperikh,ke er pei li xi,Керперих,Кёрперих,克尔佩里希	49.92449	6.25973	P	08
Körprich,Koerprich,	49.38973	6.83459	P	09
Körrig,Koerrig,	49.5967	6.48552	P	08
Korweiler,Korweiler,	50.1	7.41667	P	08
Kostenbach,Kostenbach,	49.57538	6.93329	P	09
Köttelbach,Koettelbach,	50.27885	6.93214	P	08
Kottenborn,Kottenborn,Cottenborn,Kottenborn	50.35	6.9	P	08
Kottenheim,Kottenheim,Kotenkhajm,Kottenkhajm,ke teng hai mu,Котенхајм,Коттенхайм,科滕海姆	50.35	7.25	P	08
Kötterichen,Kotterichen,	50.24007	6.9843	P	08
Köttingen,Koettingen,	50.76951	7.73199	P	08
Köttingen,Koettingen,	50.65412	7.38861	P	08
Kottweiler,Kottweiler,	49.46667	7.53333	P	08
Kottweiler-Schwanden,Kottweiler-Schwanden,	49.48333	7.53333	P	08
Kotzenroth,Kotzenroth,	50.71667	7.85	P	08
Kövenig,Koevenig,Kovenich,Kovenig,Kövenich,Kövenig	49.98129	7.11716	P	08
Köwerich,Kowerich,	49.83333	6.88333	P	08
Koxhausen,Koxhausen,	49.98333	6.23333	P	08
Kraam,Kraam,	50.69236	7.5295	P	08
Kradenbach,Kradenbach,	50.25	6.85	P	08
Krähenberg,Krahenberg,	49.33333	7.46667	P	08
Krämershäuschen,Kraemershaeuschen,	49.25	7	P	09
Krames,Krames,	49.89981	6.87839	P	08
Krämgen,Kraemgen,	50.65634	7.53084	P	08
Krankel,Krankel,	50.65301	7.43806	P	08
Krastel,Krastel,Krastel	50.05075	7.39018	P	08
Kratzenburg,Kratzenburg,	50.18333	7.55	P	08
Krautscheid,Krautscheid,	50.6995	7.37423	P	08
Krautscheid,Krautscheid,	50.06667	6.33333	P	08
Krebsweiler,Krebsweiler,	49.75558	7.48704	P	08
Kreershäuschen,Kreershaeuschen,	49.88595	7.62605	P	08
Kreimbach,Kreimbach,Kreimbach	49.55	7.63333	P	08
Kreimbach-Kaulbach,Kreimbach-Kaulbach,Krajmbakh-Kaul'bakh,Krajmbakh-Kaulbakh,ke lai yin ba he-kao er ba he,Краймбах-Каульбах,Крајмбах-Каулбах,克赖因巴赫-考尔巴赫	49.55	7.63333	P	08
Krettnach,Krettnach,Krettnach	49.6807	6.64018	P	08
Krettnich,Krettnich,Krettnich	49.52496	6.94364	P	09
Kretz,Kretz,	50.39574	7.36249	P	08
Kreuzberg,Kreuzberg,	50.50887	6.97628	P	08
Kreuzberg,Kreuzberg,	50.22528	7.5845	P	08
Kreuzhof,Kreuzhof,Kreutzhof,Kreuzhof	49.59239	7.74192	P	08
Kreuzweiler,Kreuzweiler,	49.5548	6.40672	P	08
Krickenbach,Krickenbach,	49.36667	7.66667	P	08
Kriegsfeld,Kriegsfeld,	49.70992	7.91687	P	08
Kriegsheim,Kriegsheim,	49.63871	8.22152	P	08
Krimm,Krimm,	50.35	6.58333	P	08
Krinkhof,Krinkhof,	50.05255	7.00982	P	08
Kripp,Kripp,	50.56007	7.26977	P	08
Kronweiler,Kronweiler,	49.65	7.26667	P	08
Kroppach,Kroppach,Kropakh,Kroppakh,ke luo pa,Кропах,Кроппах,克罗帕	50.69556	7.74028	P	08
Kröppen,Kroppen,	49.15	7.53333	P	08
Kröpplingen,Kroepplingen,Kropplingen,Kropplingerhof,Kröpplingen,Kröpplingerhof	50.20638	7.47029	P	08
Krottelbach,Krottelbach,Krotelbakh,Krottel'bakh,ke luo te er ba he,Кротелбах,Кроттельбах,克罗特尔巴赫	49.46667	7.33333	P	08
Kröv,Krov,Krev,Krjof,Kroev,Kröv,ke lei fu,kurefu,Крев,Крёф,クレフ,克勒夫	49.98333	7.08333	P	08
Kruchten,Kruchten,Cruchten,Kruchten	49.9	6.31667	P	08
Kruft,Kruft,Kruft,ke lu fu te,Круфт,克鲁夫特	50.38333	7.33333	P	08
Krughütte,Krughuette,	49.22651	6.90259	P	09
Krumbach,Krumbach,	50.66967	7.45167	P	08
Krümmel,Krummel,Kruemmel,Krümmel	50.53722	7.72472	P	08
Krummenau,Krummenau,	50.61968	7.42333	P	08
Krummenau,Krummenau,Krumenau,Krummenau,ke lu mei nao,Круменау,Крумменау,克鲁梅瑙	49.88333	7.26667	P	08
Krumscheid,Krumscheid,	50.66745	7.4675	P	08
Krumscheid,Krumscheid,	50.56124	7.37418	P	08
Krunkel,Krunkel,	50.58333	7.5	P	08
Krutweiler,Krutweiler,	49.59242	6.56034	P	08
Kübelberg,Kuebelberg,	49.4	7.36667	P	08
Kues,Kues,	49.9194	7.06478	P	08
Kuhardt,Kuhardt,	49.14583	8.31444	P	08
Kühbörncheshof,Kuehboerncheshof,	49.49983	7.67384	P	08
Kuhnhöfen,Kuhnhoefen,	50.53333	7.86306	P	08
Kühr,Kuehr,	50.28602	7.4596	P	08
Külz,Kuelz,Kuelz,Kulz,Külz	50.00665	7.49329	P	08
Kümbdchen,Kuembdchen,	49.98333	7.51667	P	08
Kümmern,Kuemmern,	49.63519	6.49534	P	08
Kundert,Kundert,	50.71861	7.79194	P	08
Kunkelborn,Kunkelborn,	49.83208	6.54229	P	08
Kupferschmelz,Kupferschmelz,	49.57578	7.84876	P	08
Kürenz,Kuerenz,	49.7607	6.66252	P	08
Kurhof,Kurhof,	49.34	6.897	P	09
Kürrenberg,Kuerrenberg,	50.33772	7.15897	P	08
Kurtenacker,Kurtenacker,	50.53254	7.43414	P	08
Kurtscheid,Kurtscheid,	50.53333	7.46667	P	08
Kusel,Kusel,Cosla,Kusel,Kuzel,Kuzel',ku sai er,kuzeru,kwzl,Кузел,Кузель,كوزل,کوزل,クーゼル,库塞尔	49.53772	7.40472	P	08
Küttig,Kuettig,	50.27299	7.36582	P	08
Kutzhof,Kutzhof,	49.34729	6.98489	P	09
Kyll,Kyll,	49.87797	6.60452	P	08
Kyllburg,Kyllburg,Kil'burg,Kilburg,Killburg,Kyllburg,ji er bao,kiruburuku,kwlbwrgh,kylbwrg,Килбург,Кильбург,كولبورغ,کیلبورگ,キルブルク,基爾堡	50.03864	6.59478	P	08
Kyllburgweiler,Kyllburgweiler,	50.05	6.61667	P	08
Laad,Laad,	50.6519	7.74935	P	08
Labach,Labach,	49.36068	6.87018	P	09
Labach,Labach,	49.34621	7.50696	P	08
Lache,Lache,	50.5644	7.42084	P	08
Lachen,Lachen,	49.32422	8.19758	P	08
Lachen-Speyerdorf,Lachen-Speyerdorf,	49.33049	8.19983	P	08
Lahnstein,Lahnstein,Lahnstein,Lahnstenium,Lanshhajn,Lanshtajn,la en si tai yin,lanshtayn,ranshutain,Ланштайн,Ланштајн,Ланщайн,لانشتاين,لان‌اشتاین,ラーンシュタイン,拉恩斯泰因	50.3	7.61667	P	08
Lahr,Lahr,	50.12509	7.36539	P	08
Lahr,Lahr,	49.94406	6.29065	P	08
Lahrbach,Lahrbach,	50.62468	7.60362	P	08
Lambertsberg,Lambertsberg,	50.08333	6.38333	P	08
Lambrecht,Lambrecht,Lambrecht	49.37055	8.07264	P	08
Lambsborn,Lambsborn,	49.36667	7.43333	P	08
Lambsheim,Lambsheim,Lambsheim,Lambskhajm,Lomsem,lan bu si hai mu,ranpusuhaimu,Ламбсхайм,Ламбсхајм,ランプスハイム,兰布斯海姆	49.51361	8.28778	P	08
Lammersdorf,Lammersdorf,	50.26667	6.68333	P	08
Lampaden,Lampaden,	49.65	6.7	P	08
Lampertsmühle,Lampertsmuehle,	49.48423	7.71833	P	08
Lamscheid,Lamscheid,Lamscheid	50.14357	7.57361	P	08
Landau in der Pfalz,Landau in der Pfalz,Landau,Landau in der Pfalz,Ландау,לנדאו	49.19844	8.11692	P	08
Landkern,Landkern,	50.19388	7.15369	P	08
Landscheid,Landscheid,	49.98333	6.76667	P	08
Landstuhl,Landstuhl,Landshtul,Landshtul',Landstuhl,Londschduul,lan ci tu er,lanteusyutul,lndashtwl,lndstwl,rantoshutouru,Ландштул,Ландштуль,לנדשטול,لنداشتول,ラントシュトゥール,兰茨图尔,란트슈툴	49.41306	7.57021	P	08
Landsweiler,Landsweiler,Landsweiler	49.39063	6.92425	P	09
Landsweiler-Reden,Landsweiler-Reden,	49.35613	7.13274	P	09
Langenbach,Langenbach,	50.75036	7.7336	P	08
Langenbach,Langenbach,Langenbakh,Лангенбах	49.49355	7.32771	P	08
Langenbach bei Kirburg,Langenbach bei Kirburg,Langenbach,Langenbach bei Kirburg	50.7	7.93333	P	08
Langenbach bei Marienberg,Langenbach bei Marienberg,Langenbach,Langenbach bei Korb,Langenbach bei Marienberg	50.63806	7.94787	P	08
Langenbaum,Langenbaum,	50.60688	7.81503	P	08
Langenfeld,Langenfeld,	50.37692	7.09165	P	08
Langenfelderhof,Langenfelderhof,	49.46667	7.2	P	09
Langenhahn,Langenhahn,	50.58333	7.91667	P	08
Langenlonsheim,Langenlonsheim,Langenlonskhajm,lan gen long si hai mu,Лангенлонсхайм,Лангенлонсхајм,兰根隆斯海姆	49.9	7.9	P	08
Langenscheid,Langenscheid,	50.35598	7.95166	P	08
Langensohl,Langensohl,	49.36997	7.75712	P	08
Langenthal,Langenthal,	49.83333	7.56667	P	08
Langheckerhof,Langheckerhof,	49.5872	7.86046	P	08
Langmeil,Langmeil,	49.56719	7.88394	P	08
Langmühle,Langmuehle,	49.16108	7.67249	P	08
Langscheid,Langscheid,	50.38333	7.11667	P	08
Langscheid,Langscheid,	50.07909	7.74119	P	08
Langsur,Langsur,Langsur,Langzur,Laser,lang su er,Лангзур,Лангсур,朗苏尔	49.72442	6.49906	P	08
Langweiler,Langweiler,	49.78333	7.18333	P	08
Langweiler,Langweiler,Langvajler,Лангвайлер,Лангвајлер	49.66667	7.51667	P	08
Langwieden,Langwieden,	49.38333	7.5	P	08
Lantershofen,Lantershofen,Lantershofen	50.5559	7.10647	P	08
Lascheid,Lascheid,	50.11667	6.41667	P	08
Lascheiderhof,Lascheiderhof,	49.66685	6.90523	P	08
Lasdorf,Lasdorf,	50.8	7.85	P	08
Lasel,Lasel,	50.11667	6.46667	P	08
Lasserg,Lasserg,	50.21887	7.37801	P	08
Laubach,Laubach,	50.23277	7.07333	P	08
Laubach,Laubach,	50.05	7.5	P	08
Laubach,Laubach,Bad Laubach,Laubach,Laubach Koblenz	50.33333	7.58333	P	08
Laubenheim,Laubenheim,Laubenheim	49.95861	8.3125	P	08
Laubenheim,Laubenheim,Laubenkhajm,lao ben hai mu,Лаубенхайм,Лаубенхајм,劳本海姆	49.91667	7.9	P	08
Laudert,Laudert,	50.07701	7.60357	P	08
Laudesfeld,Laudesfeld,	50.29473	6.31152	P	08
Lauerhof,Lauerhof,	49.50895	7.74543	P	08
Laufeld,Laufeld,	50.08333	6.86667	P	08
Laufersweiler,Laufersweiler,Langersweiler,Laufersvajler,Laufersweiler,lao fu er si wei lei,Лауферсвайлер,Лауферсвајлер,劳弗尔斯韦勒	49.89649	7.30502	P	08
Laumersheim,Laumersheim,Laumerskhajm,lao mei er si hai mu,Лаумерсхайм,Лаумерсхајм,劳梅尔斯海姆	49.55405	8.23538	P	08
Lauperath,Lauperath,	50.08333	6.33333	P	08
Laurenburg,Laurenburg,	50.33222	7.91139	P	08
Laurenziberg,Laurenziberg,	49.93161	7.99742	P	08
Lauschied,Lauschied,Laushid,lao xi de,Лаушид,劳席德	49.73333	7.61667	P	08
Lautenbach,Lautenbach,	49.41832	7.26438	P	09
Lauterbach,Lauterbach,	49.18445	6.74378	P	09
Lauterecken,Lauterecken,Lauterecken,Lautereken,Lauterekken,lao te lei ken,lawtrakn,rautaekken,Лаутерекен,Лаутереккен,لاوترإكن,لاوتراکن,ラウターエッケン,劳特雷肯	49.64993	7.59265	P	08
Lauterschwan,Lauterschwan,	49.11531	7.90143	P	08
Lautersheim,Lautersheim,	49.58722	8.09833	P	08
Lautert,Lautert,	50.16889	7.84083	P	08
Lautzenbrücken,Lautzenbrucken,	50.67361	7.96444	P	08
Lautzenhausen,Lautzenhausen,	49.93333	7.26667	P	08
Lautzert,Lautzert,	50.64359	7.66471	P	08
Lautzkirchen,Lautzkirchen,Lautzkirchen	49.25476	7.24973	P	09
Lay,Lay,	50.32094	7.54002	P	08
Layenkaul,Layenkaul,	49.91716	7.52146	P	08
Layen Mühle,Layen Muehle,	50.13333	7.53333	P	08
Lebach,Lebach,Lebach,Lebakh,lbakh,lybakh,Лебах,لباخ,ليباخ	49.41122	6.90988	P	09
Lederbach,Lederbach,	50.4193	7.07738	P	08
Lehmen,Lehmen,Lemen,lai men,Лемен,莱门	50.28333	7.45	P	08
Lehmerhöfe,Lehmerhoefe,	50.27924	7.44237	P	08
Lehnerath,Lehnerath,	50.29686	6.5827	P	08
Lehnholz,Lehnholz,Lehnholz,Lehnholzer hof	50.27446	7.15747	P	08
Lehnmühle,Lehnmuehle,	49.94089	7.71878	P	08
Leidenborn,Leidenborn,	50.13333	6.21667	P	08
Leideneck,Leideneck,	50.03411	7.36355	P	08
Leidingen,Leidingen,Leidingen	49.30814	6.60985	P	09
Leienkaul,Leienkaul,	50.21667	7.08333	P	08
Leimbach,Leimbach,	50.40392	6.92774	P	08
Leimbach,Leimbach,	50.01667	6.25	P	08
Leimen,Leimen,	49.27373	7.76863	P	08
Leimersdorf,Leimersdorf,	50.58584	7.1327	P	08
Leimersheim,Leimersheim,	49.12421	8.34531	P	08
