sagenid;werkid;sagenidautor;sagenidimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
2092;7;958;1067;958. Der Herr von Folkendingen und seine Söhne.;XII. Historische Sagen.;NoGroup;Folkendingen;6.200715;49.842694;"958. Der Herr von Folkendingen und seine Söhne. Der Herr von Folkendingen war alt geworden und wünschte, das Ende seines Lebens in Ruhe hinzubringen. Er berief deshalb seine drei Söhne zu sich, um seine Güter unter sie zu verteilen. Dem ältesten gab er die Burg Heringen im Müllerthale; dem zweiten, der ein Kriegerleben führte, eine Rentverschreibung; der jüngste erhielt das Stammschloß Folkendingen. Darauf zog sich der alte Vater nach Luxemburg zurück; da er jedoch bald in bittere Not geriet, so mußte er seine Zuflucht zu seinen Kindern nehmen. Auf Burg Heringen aber wurde er von seinem ältesten Sohne mit harten Worten abgewiesen. Von Kummer gebeugt, wandte sich der Greis an den zweiten, aber auch hier erging es ihm nicht besser. Tief erschüttert über die Pflichtvergessenheit seiner Kinder, wankte er bebenden Schrittes, das Herz voll Gram, davon, um sich zu seinem jüngsten Sohne nach Folkendingen zu begeben. Sobald der Sohn des kummervollen Vaters ansichtig wurde, warf er sich weinend <a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2092"">[...]</a>";Sagenschatz des Luxemburger Landes
2093;7;959;1068;959. Verlorenkost zu Luxemburg.;XII. Historische Sagen.;NoGroup;Verlorenkost;6.146235;49.607686;"959. Verlorenkost zu Luxemburg. Gegenüber der Mündung des Petrusbaches in die Alzet wurde einst ein Befestigungswerk erbaut. Das erhielt nebst der Umgebung den Namen Verlorenkost durch folgendes Ereignis. Einst war während der Arbeit ein Maurer ins Thal gestürzt und zur Stelle tot geblieben. Als die Frau des Verunglückten mit dem Mittagsmahl erschien, suchte man ihr ihr Unglück auf schouungsvolle Weise mitzuteilen. „Ach"", rief sie aus, „verlorene Kost!"" Und daher der Name."") v. Cederstolpe, 16. *) Der Name findet sich indessen bereits am Ende des vierzehnten Jahrhunderts, wo auf dieser Seite der Stadt noch keinerlei Befestigungen sich vorfanden. Prof, van Werveke.";Sagenschatz des Luxemburger Landes
2094;7;960;1069;960. Verlorenkost zu Fels.;XII. Historische Sagen.;NoGroup;Verlorenkost;6.146235;49.607686;"960. Verlorenkost zu Fels. Zur Zeit, wo die Burg von Fels noch unversehrt dastand, war eine iriserne Brücke über das Felser Thal gelegt und verband die Burg mit dem jgegenüberstehenden Halbturme. Einst waren Leute bei diesem Turme beschäftigt. Eine Frau brachte ihnen täglich das Essen aus der Burg herüber. Eines 5Tages, da sie sich etwas verspätet hatte, wollte sie sehr eilig über die Brücke. Mast war sie am Ziel angelangt, wo die Hungrigen mit Ungeduld auf das ZEssen warteten, da stolperte sie; der Topf entfiel ihrer Hand, und der ganze ergoß sich über die Brücke. Bestürzt bei diesem Anblicke, rief die Frau raus: „O de verlüorene Käst!"" Seit dieser Zeit trägt jener Halbturm den Mauren Verlorenkost.";Sagenschatz des Luxemburger Landes
2095;7;961;1070;961. Die sieben Schläfer zu Hollerich.;XII. Historische Sagen.;NoGroup;Holler;6.047549;50.124585;"961. Die sieben Schläfer zu Hollerich. Gegen die Mitte des dreizehnten Jahrhunderts wohnte zu Hollerich eine arme Witwe mit sieben Kindern, für die sie nur mit der größten Mühe das tägliche Brot beibrachte. Als sie eines Abends trostlos nach Hause kam und ihre sieben Kinder in tiefem Schlafe sah, ward sie bei dem Gedanken an ihre bedrängte Lage von Verzweiflung ergriffen und rief: „O, möchten sie nur ewig so bleiben!"" Und sieh, die Kinder erwachten nicht mehr. Man legte sie in ein gemeinsames Grab und brachte an demselben einen Stein an mit der Abbildung von sieben schlafenden Kindern. Der Stein, auf dem die sieben Figuren zu seheu waren, und der sich unterhalb der Brücke an des Baches rechter Userwand befand, ist seit ungefähr dreißig Jahren verschwunden.";Sagenschatz des Luxemburger Landes
2097;7;963;1072;963. Stadtbredimus.;XII. Historische Sagen.;NoGroup;Stadtbredimus;6.366809;49.562246;963. Stadtbredimus. Man erzählt, daß zwei Brüder wegen Erbschaftsangelegenheiten in Streit gerieten, und daß der jüngere, Offizier in französischen Diensten, eine Batterie auf der Höhe von Palzem aufpflanzte, von wo aus er das von seinem Bruder bewohnte Schloß zusammenschoß. L’fiveque de la Basse-Moülurie, 156.;Sagenschatz des Luxemburger Landes
2099;7;965;1074;965. Die Hertchesleh in dem Hertcheswalde bei Weiher (Fischbach).;XII. Historische Sagen.;NoGroup;Fischbach;6.069715;50.075807;965. Die Hertchesleh in dem Hertcheswalde bei Weiher (Fischbach). Ein Mann aus Weiher erzählt, in einem merkwürdig geformten Felsen des Hertcheswaldes bei genannter Ortschaft seien zwei Menschengestalten eingehauen, die man schon vor hundert Jahren gesehen habe. Auf dem leicht ersteigbaren Felsen hätten die Besucher ihre Namen eingegraben. Unter diesem Felsen hätten einst Heiden gewohnt, die auf demselben ihren Götzen geopfert hätten. Oben auf dem Felsen nämlich ist eine breite Aushöhlung und in der Mitte derselben ein Loch, das in das Innere des Felsens führt. In die Aushöhlung um das Loch legte man das Opfer, das man schlachtete. Das Blut desselben floß sodann in das Loch hinein und träufelte unten am Felsen wieder hervor. An der Menge des herabtröpfelnden Blutes hätten die Heiden ihre Prophezeiungen erkannt (?). Auch die Christen wären bald dahin opfern gekommen, da seien aber die Heiden während der Nacht fortgegangen und wären seither nicht mehr zurückgekommen.;Sagenschatz des Luxemburger Landes
2100;7;966;1075;966. Das Götzenbild im Hercherwog bei Rosport.;XII. Historische Sagen.;NoGroup;Rosport;6.498234;49.805112;966. Das Götzenbild im Hercherwog bei Rosport. Als das Christentum sich an der Untersauer zu verbreiten anfing, fand es bei den Einwohnern von Godendorf den längsteil und hartnäckigsten Widerstand. Endlich wurden sie aber doch durch das Wort Gottes besiegt und versenkten das seit der Väter Zeiten her verehrte Götzenbild, an dem sie bisher mit der zähesten Anhänglichkeit gehangen hatten, in den Hercherwog, einem unterhalb des Dorfes gelegenen Tümpel der Sauer. Dort liegt es heute noch. Von nun an zeichneten sie sich aber auch vor allen anderen durch Gottesfurcht und fromme Sitten aus. Daher kommt der Name Godendorf. I. Prott, Pfarrer.;Sagenschatz des Luxemburger Landes
2101;7;967;1076;967. Die Teufelslei bei Gilsdorf.;XII. Historische Sagen.;NoGroup;Gilsdorf;6.183636;49.864913;967. Die Teufelslei bei Gilsdorf. Im achten oder neunten Jahrhundert war auf dem Gilsdorfer Berg ein T Dianenaltar. Am Hügel liegt noch ein Stein, der vier bis fünf Meter groß tt war, und auf dem allerlei Figuren waren: Menschenköpfe, Menschenhände 2 und -Füße, Tierfüße durcheinander. Dieser Stein war, als beim Eindringen des Christentums der Altar zerstört wurde, als Bruchstück desselben liegen - geblieben. Man nannte ihn Teuselslei.;Sagenschatz des Luxemburger Landes
2102;7;968;1077;968. Versenkte Glocke zu Remich.;XII. Historische Sagen.;NoGroup;Remich;6.36768;49.548883;968. Versenkte Glocke zu Remich. Im Dempel, einer sehr tiefen Stelle der Mosel bei Remich, liegt eine schwere, silberne Glocke versenkt. Die Sage erzählt darüber folgendes: Der Apostel Matthias, erfreut über die Erfolge seiner Missionsthätigkeit (im ersten Jahrhundert nach Christus), ließ dort am Ufer der Mosel einen Tempel (Dempel?) bauen und sandte von Trier aus der Kirche eine schwere, silberne Glocke zum Geschenk. Später ging das Christentum in dieser Gegend wieder unter. Der Geistliche, der an der Kirche angestellt war, mußte die Gegend räumen. Vor seiner Abreise ließ er die Glocke an der oben bezeichnten Stelle versenken, die sich in der Nähe des Tempels befand. Bei den steten Veränderungen, die das Moselbett durch Anschwemmen und Abspülen erleidet, ist es heute unmöglich, den Ort genau zu bestimmen, wo die Glocke versenkt liegt. Lehrer N. Biever zu Remich.;Sagenschatz des Luxemburger Landes
2103;7;969;1078;969. Särge mit Mumien.;XII. Historische Sagen.;NoGroup;Remich;6.36768;49.548883;969. Särge mit Mumien. Es geht die Sage, man habe vorzeiten in der Umgebung von Remich steinerne Särge entdeckt, in denen man Personen als Mumien vorfand. In jedem Sarge befand sich neben der Mumie ein Lämpchen, das ohne Brennmaterial vielleicht schon viele Jahrhunderte ein Licht verbreitete, beim Öffnen der Särge aber sofort erlosch. Lehrer N. Biever zu Remich.;Sagenschatz des Luxemburger Landes
2104;7;970;1079;970. Sankt Muffert und Sankt Knattert.;XII. Historische Sagen.;NoGroup;Heiderscheid;5.982397;49.88852;970. Sankt Muffert und Sankt Knattert. Über der Eingangsihüre der alten Mühle im Heiderscheidergrund standen in einer Nische zwei hölzerne Statuetten, welche nach dem Volksglauben die beiden Heiligen Sankt Muffert und Sankt Knattert darstellten. Zu diesen Heiligen wallfahrteten unglückliche Eheweiber, welche die Liebe ihrer Ehegatten verscherzt hatten und von denselben geprügelt wurden. Als Opfer mußten sie zu den Füßen der beiden Heiligenbilder eine Handvoll gedörrter Birnen niederlegen. Diese Bilder wurden erst vor etwa dreißig Jahren durch den damaligen Kaplan von Tadler, den aus Esch gebürtigen Herrn Kempen, weggenommen, weil deren Verehrung ein Hohn auf die katholische Religion sei. Lehrer Schlösser zu Esch an der Sauer.;Sagenschatz des Luxemburger Landes
2105;7;971;1080;971. Millepitter zu Waldbillig.;XII. Historische Sagen.;NoGroup;Waldbillig;6.289449;49.796665;971. Millepitter zu Waldbillig. Millepitter ist ein Flurname zu Waldbillig. Dort, so erzählt man, habe ein Götzentempel gestanden. Der Götze soll Millepitter geheißen haben. Lehrer Franck zu Waldbillig.;Sagenschatz des Luxemburger Landes
2106;7;972;1081;972. Titenbösch.;XII. Historische Sagen.;NoGroup;Bürden;6.0944;49.881452;972. Titenbösch. Zwischen Bürden und Welscheid ist ein Wald, den die Leute Titenbösch nennen. Der Name, heißt es, komme vom römischen Kaiser Titus her, welcher dort gehaust habe. Man soll in dieser Gegend Fundamente altrömischer Gebäude und römische Münzen finden.;Sagenschatz des Luxemburger Landes
2107;7;973;1082;973. Bonapartsgärtchen zu Hüpperdingen.;XII. Historische Sagen.;NoGroup;Hüpperdingen;6.062831;50.0938;973. Bonapartsgärtchen zu Hüpperdingen. Im Hüpperdinger Gemeindewald befindet sich auf der Spitze eines Berges ein Raum, der von ungeheuer großen Buchen je drei in einer Reihe eingeschloffen ist und ein Dreieck bildet. Diese Stelle trägt den Namen Bonapartsgärtchen. Napoleon I. hatte sich, ehe er die preußische Grenze überschritt, einige Zeit dort ausgehalten.;Sagenschatz des Luxemburger Landes
2109;7;975;1084;975. Der Gehängte zu Burscheid.;XII. Historische Sagen.;NoGroup;Burscheid;6.060862;49.909818;"975. Der Gehängte zu Burscheid. Die Bewohner der benachbarten Dörfer des Schlosses Burscheid erzählen noch heute vieles über die Unterdrückung ihrer Vorfahren Vonseiten der Burgherren. Nicht genug, daß sie den Zehnten entrichten und Frondienst leisten mußten, waren sie auch gezwungen, wenn Frösche des Nachts in den Weihern quakten, dieses lästige Geräusch, das die Burgherren oft aus dem Schlafe weckte, zu verhindern, indem sie Steine in die Weiher warfen. Noch mehr: das geringste Verbrechen, dessen jemand überführt wurde, ward mit dem Strange gebüßt. So erzählt man, habe um d i e Zeit ein Mann gelebt, welcher viele Verbrechen beging, aber den man nicht einfangen konnte. Einmal aber ertappte man ihn, als er ein Pfund Mehl stahl. Der Dieb sollte auf dem Hochgerichte, das in der Nähe des Schlosses liegt (heute noch nennt man den Berg „Hogerit""), sterben. Es herrschte aber damals dort die Sitte, daß, that sich ein Weib hervor, welches den Mann, der hingerichtet werden sollte, heiraten woll<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2109"">[...]</a>";Sagenschatz des Luxemburger Landes
2110;7;976;1085;976. Lieb und Leid.;XII. Historische Sagen.;NoGroup;Göblingen;5.967108;49.668302;"976. Lieb und Leid. In dem Köricher Gemeindewalde, wo derselbe an die Waldungen von Göblingen und Götzingen grenzt, ist ein Ort genannt „Lew a LLd"" (Lieb und Leid). Vor vielen Jahren hatten die Einwohner der Gemeinde eine Versammlung, in welcher die Köricher den Bewohnern der anderen Sektionen gewaltig „zum besten"" gaben, bis diese einen tüchtigen Rausch hatten, und da „gotzelten"" (mit schmeichelhaften Worten abbetteln) sie ihnen deren Anteil an genanntem Walde ab. Am anderen Tage war das Geschehene den Körichern „lieb"", den Göblingern und Götzingern aber sehr „leid"". Daher der Name des Ortes „Lieb und Leid"". Lehrer Reyland zu Körich.";Sagenschatz des Luxemburger Landes
2112;7;978;1087;978. Der Klackebur zu Schüttringen.;XII. Historische Sagen.;NoGroup;Schüttringen;6.27292;49.62358;"978. Der Klackebur zu Schüttringen. Im Wiesenthal unterhalb Schüttringen befindet sich ein Ort, der noch heute allgemein im Volksmund „de Klackebur"" genannt wird. Darüber berichtet die Sage folgendes: Als zu Ende des vorigen Jahrhunderts die Franzosen überall im luxemburger Lande die größten Grausamkeiten verübten, kamen dieselben auch eines Tages zum Schrecken der Einwohnerschaft nach Schüttringen, drangen in das Pfarrhaus ein und verlangten Geld und Lebensmittel. Der Pfarrer, ein ehrwürdiger Greis, gab ihnen, was sie verlangten. Darauf begaben sie sich in die anderen Häuser des Dorfes; überall fanden sie scheinbar freundliche Aufnahme. Trotzdem konnten sie den Ort nicht verlassen, ohne eine Unthat zu verüben. Einige Franzosen erstiegen den Kirchturm und warfen die beiden Glocken herab. Dann brachten sie dieselben auf einem Karren in das Wiesenthal und warfen sie in einen dort befindlichen Brunnen. Dieser Brunnen, der heute noch besteht, heißt seit dieser Zeit im Volksmund „de Klackeb<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2112"">[...]</a>";Sagenschatz des Luxemburger Landes
2113;7;979;1088;979. Das steinerne Kreuz zu Ansemburg.;XII. Historische Sagen.;NoGroup;Ansemburg;6.044537;49.698997;"979. Das steinerne Kreuz zu Ansemburg. Geht man von Ansemburg nach Hohlfels, so gelangt man in einen tiefen Hohlweg, Kutschenweg genannt. An einer Seite dieses Weges steht ein uraltes, verwittertes Kreuz, das die sieben Schmerzen Mariä darstellt, und an dessen Errichtung die Sage folgende traurige Begebenheit knüpft. Ein Hohlselser Gras ritt in Begleitung seines Dieners nach Luxemburg, von wo er abends zurückkehrte und auf seiner Heimreise dem Ansemburger Grasenhaus einen Besuch abstattete. Die Nacht war hereingebrochen, als er das Schloß Ansemburg verließ, und kaum war er dreihundert Schritte im Kutschenweg angelangt, als ihn der Diener meuchlings niederschoß, ohne daß der Graf ihm irgendwelche Veranlassung zu dieser schwarzen That gegeben. Die Bewohner des Ansemburger Schlosses hatten den Schuß gehört, und, nichts Gutes ahnend, eilten sie den Berg hinauf und fanden den Grafen entseelt in seinem Blute liegen. Der Bediente hatte gleich nach Vollbringung seiner scheußlichen That das Wei<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2113"">[...]</a>";Sagenschatz des Luxemburger Landes
2114;7;980;1089;980. Die St. Hubertuskirche zu Peppingen.;XII. Historische Sagen.;NoGroup;Peppingen;6.131825;49.522429;980. Die St. Hubertuskirche zu Peppingen. Vor alten Zeiten hatte König Pipin an der Stelle, wo jetzt das Dorf Peppingen steht, sich ein Jagdschloß mit einem Kirchlein erbauen lassen. Nach Pipins Tode siedelten Bewohner der Umgegend sich um das Schloß herum an, und so entstand ein Dorf, das von Pipins Jagdschloß, dem es seinen Ursprung verdankt, den Namen Peppingen erhielt. Pipins Erben schenkten dem Dörfchen die Schloßkirche. Um den fürstlichen Gebern ihren Dank aus- zudrücken, wählten die Bewohner zum Patron der Kirche den hl. Hubertus, Pipins Vetter, weshalb auch das Kirchlein den Namen Hubertuskirche trägt. I. Engling, Manuskript, 290.;Sagenschatz des Luxemburger Landes
2115;7;981;1090;981. Die Klause zu Differdingen.;XII. Historische Sagen.;NoGroup;Differdingen;5.892786;49.520868;"981. Die Klause zu Differdingen. Gegen Ende des vierzehnten Jahrhunderts verlobte sich der junge Herr Erhard von Elz mit Jossine von Florange. Die Vermählung wurde jedoch um ein Jahr aufgeschoben, damit sich Erhard unter der Fahne Sigismunds von Luxemburg im Kampfe mit den Ungläubigen die Ritterwürde erwerbe. Nach manchen glücklichen Kämpfen mußte die christliche Tapferkeit der Übermacht der Muselmanen erliegen. Die wenigen Ritter, welche das furchtbare Blutbad von Nicopolis überlebten, wurden gefangen genommen. Als Jossine von Florange von heimkehrenden Pilgern vernommen, ihr Verlobter sei in der Schlacht gefallen, entsagte sie den Freuden der Welt und trat ins Kloster von Differdingen. Drei Jahre waren verflossen, da kehrte Erhard, dem es gelungen war, der Sklaverei zu entkommen, in seine Heimat zurück. Aber welches war sein Schrecken, als er hörte, daß seine Verlobte im Kloster zu Differdingen den Schleier genommen. Mit der Gnade Gottes überwand er seinen Schmerz und faßte einen Ent<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2115"">[...]</a>";Sagenschatz des Luxemburger Landes
2116;7;982;1091;982. Der aussätzige Ritter in der Kirche zu Waldbredimus.;XII. Historische Sagen.;NoGroup;Waldbredimus;6.28317;49.557405;"982. Der aussätzige Ritter in der Kirche zu Waldbredimus. Über den drei Räumlichkeiten zu ebener Erde, der Sakristei und den beiden Seitenkapellen, befinden sich in der oberen Etage der Kirche zu Waldbredimus ebensoviele Zimmerartige Kompartimente, welche, wie Fenster, Kamin und Treppenreste beweisen, in früheren Zeiten bewohnt werden konnten. Für wen waren diese Zimmer bestimmt? In der Spinnstube erzählt man sich folgendes: Vor vielen Jahren, man weiß nicht mehr wann, Übte in Waldbredimus ein Ritter, kühn und fromm, wie kein zweiter im Land. Allein es litt ihn nicht mehr zu Haus bei Frau und Kind, als man die Trommel rührte in den Gauen ringsum zum Krieg gegen die Sarazenen, die Schänder des heiligen Grabes. Im fernen Morgenland stritt unser Ritter siegreich an der Spitze des Fähnleins, das er ansührte. Ruhmgekrönt kehrte er heim und krank, sehr krank dazu, denn Gott, der die Seinen prüft, hatte ihn geschlagen nut dem Aussatz von der Fußsohle bis zum Scheitel. Der Ritter blieb geduldi<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2116"">[...]</a>";Sagenschatz des Luxemburger Landes
2117;7;983;1092;983. Der Klackebur zu Reckingen.*);XII. Historische Sagen.;NoGroup;Reckingen;6.079597;49.750331;"983. Der Klackebur zu Reckingen.*) Fünfzehn Minuten von Reckingen liegt eine Anhöhe, „Anälter"" genannt, wo man häufig Münzen, bemaltes Glas, Totenknochen u. dgl. ausgräbt. Hier stand früher ein großes Dorf, das an der Pest ausgestorben und von welchem keine Spur mehr zu sehen ist. Die Überlieferung erzählt noch, daß daselbst eine gar schöne und große Kirche gestanden habe; auch wurde dort ein Jahrmarkt abgehalten, der später nach Mersch verlegt wurde. Den Berg hinaus standen steinerne Stationsbilder, von denen noch einzelne Bruchstücke in der Umgebung als Grenzstein dienen. Nahe dabei ist ein Brunnen, in welchen man während der französischen Revolution die Glocken von Reckingen versteckte, aber nachher nie Wiedersand. Die einen behaupten, die Glocken seien aus dem Brunnen entwendet worden, während andere der Meinung sind, dieselben seien allzutief in den morastigen Boden hineingesunken. Der Brunnen trägt noch heute den Namen „Klackebur"". Lehrer I. Conrad zu Hohlfels. *) ! Vgl. oben Nr.<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2117"">[...]</a>";Sagenschatz des Luxemburger Landes
2118;7;984;1093;984. Das Hüttenwerk verschlingt das Schloß.;XII. Historische Sagen.;NoGroup;Rollingen;5.857898;49.547439;"984. Das Hüttenwerk verschlingt das Schloß. Theodor von Rollingen erbaute, da er noch Knappe war, einen Hochofen mit einer Schmiede an den Usern der Eisch, und zwar am Fuße des Berges, der das alte Ansemburger Schloß trägt. Das Gehämmer der Schmiede war aber dem Burgherrn sehr unangenehm, und er beklagte sich drob durch seinen Diener bei Theodor von Rollingen. „Geh, sag deinem Herrn"", antwortete dieser, „das Hüttenwerk werde sein Schloß verschlingen"". Einige Zeit darauf heiratete Theodor die einzige Erbin von Ansemburg. L’Eveque de la Basse Moülurie, 333.";Sagenschatz des Luxemburger Landes
2119;7;985;1094;985. Die Waschfrau am Johannisbur bei Steinheim.;XIII. Nachlese.;NoGroup;Steinheim;6.477131;49.815699;"985. Die Waschfrau am Johannisbur bei Steinheim. An dem zwischen Echternach und Steinheim fließenden Johannisbur erscheint in gewissen Nächten eine geisterhafte Waschfrau. Dort bewirtet sie seltsame, gespensterhafte Gäste an reinlich und üppig gedeckten Tischen und pflegt nach vollendeter Mahlzeit das gebrauchte Tischlinnen (Tischtücher) in der Quelle zu waschen. Ihr Angesicht ist schwarz. Ihre Kleidung besteht aus einer weißen Haube und aus nebelgrauen Gewändern. Sie bedient sich eines großen, langen Bleuels und schlägt damit stärker auf als andere gewöhnliche Weiber, so daß es im Johannisbösch und in den Mindener Leien unheimlich wiederhallt. Einst trat die Waschfrau einem Mann aus Steinheim entgegen, der in später Nacht, von Echternach kommend, am Johannisbösch vorbeiging, und lud ihn freundlich ein, mit ihr zu gehen. Der Mann folgte ihr, und sie führte ihn an den Rand der Johannisquelle zu einen: mit allerhand köstlichen Speisen und Weinen besetzten Tische, an welchem eine Gesellsc<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2119"">[...]</a>";Sagenschatz des Luxemburger Landes
2120;7;986;1095;986. Das Sankt Nikolausbild bei Ehnen.*)1.;XIII. Nachlese.;986. Das Sankt Nikolausbild bei Ehnen.*)1.;Ehnen;6.385076;49.60118;"1. Dem Dorfe Ehnen gegenüber befindet sich am Ufer der Mosel ein Heiligenhänschen oder vielmehr nur eine ziemlich große Nische mit dem Bilde des hl. Nikolaus, des Patrons der Schiffer. Auf einem ragenden Felsensockel erbaut, erhebt sich dasselbe hart an einer jetzt in ein sanftes Gefälle zerteilten, ehemals aber sehr reißenden und gefährlichen Strömung, die mit Tosen ihre Wellen an dem weithin reichenden, schroffen und zackigen Felsenufer brach. Das zerklüftete Gestein war mit Bäumen und Sträuchern aller Art bewachsen und von kreischenden Dohlen und Reihern beständig umschwärmt. Der ganze Ort trug samt dem mit dunkeln: Tannenforst bekleideten Berggehänge, an das er sich anlehnt, ein wildromantisches Gepräge. Als beim Bau der Moselbahn vor etwa acht Jahren das Felsenufer durchbrochen und abgeholzt wurde, erhielt der Ort ein völlig verändertes Aussehen und büßte seine vormalige Naturschönheit vollständig ein. Der schrille Pfiff der Lokomotive hat nicht nur das krächzende Gefieder, sonder<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2120"">[...]</a>";Sagenschatz des Luxemburger Landes
2121;7;986;1096;986. Das Sankt Nikolausbild bei Ehnen.*)2.;XIII. Nachlese.;986. Das Sankt Nikolausbild bei Ehnen.*)2.;Ehnen;6.385076;49.60118;"2. Einst fuhr ein französischer Kaufmann mit drei schwer beladenen Schiffen die Mosel herauf. Als die Steuerknechte, wie üblich, vor dem Heiligenbild ihre Hüte abzogen und still ihr Gebet verrichteten, spottete ihrer der Franzose und höhnte und lästerte in jeglicher Weise den hl. Nikolaus. Die Schiffsknechte verwiesen ihm dieses ungezogene Benehmen und sagten ihm voraus, daß der Heilige ihn gewiß dafür strafen werde. Wegen vorgerückter Tageszeit mußte inan in Ehnen übernachten. Gegen Mitternacht trennte sich, man wußte uicht wie, das letzte Schiff von den übrigen und trieb langsam stromabwärts. Die Tochter des Kaufmanns, welche allein in der Kajüte des größten Schiffes zurückgeblieben war, gewabrte es und lies eiligst zur Herberge, um ihre» Vater zu wecken und nach Hilfe zu rufen. Ehe diese jedoch ankam, scheiterte das Schiff am Felsen des hl. Nikolaus und versank mit der ganzen, teueren Ladung in die Tiefe. Der Kaufmann lief wie wahnsinnig am Ufer umher und raufte sich die Haare ob de<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2121"">[...]</a>";Sagenschatz des Luxemburger Landes
2122;7;986;1097;986. Das Sankt Nikolausbild bei Ehnen.*)3.;XIII. Nachlese.;986. Das Sankt Nikolausbild bei Ehnen.*)3.;Ehnen;6.385076;49.60118;"3. Ein Schiffer hatte, um das Ehnener Wehr hinauf zu gelangen, große Mühe und geriet immer mehr in Gefahr zu verunglücken. Um sich den Beistand des hl. Nikolaus zu erflehen, gelobte er, wenn der ihm helfe, in der Kirche zu Ehnen eine Kerze zu opfern, so hoch und so dick wie der Mastbaum seines Schiffes. Sogleich verminderte sich zusehends die Gefahr. In demselben Maße aber, wie die Gefahr abnahm, verkleinerte sich auch die versprochene Kerze, und als das Schiff endlich ganz gerettet war, lachte der Schiffer und rief: „Nein, Nikläschen, jetzt kriegst du gar nichts!"" Als aber der Schiffer einige Zeit später an derselben Stelle wieder in große Bedrängnis geriet, versank sein Schiff in die Tiefe, noch ehe er den Heiligen anrufen konnte.";Sagenschatz des Luxemburger Landes
2123;7;986;1098;986. Das Sankt Nikolausbild bei Ehnen.*)4.;XIII. Nachlese.;986. Das Sankt Nikolausbild bei Ehnen.*)4.;Ehnen;6.385076;49.60118;4. Ein anderer Schiffer, der den Strom hinabfuhr uud das Nikolausbild bei Ehnen verhöhnte, verunglückte bei Trier, wo seine Schiffe an den Pfeilern der Moselbrücke zerschellten.;Sagenschatz des Luxemburger Landes
2124;7;986;1099;986. Das Sankt Nikolausbild bei Ehnen.*)5.;XIII. Nachlese.;986. Das Sankt Nikolausbild bei Ehnen.*)5.;Ehnen;6.385076;49.60118;5. Als einst die Mosel sehr hoch angeschwollen war, wurde das Bild des hl. Nikolaus von den Fluten emporgehoben und trieb aus seiner Nische den Strom abwärts. Ein Schiffer jedoch, der dem Heiligen stets eine große Verehrung bewies, entdeckte es im Wasser, eine kleine Strecke oberhalb Trier, und brachte es wieder an seinen Ort zurück. Lehrer Linden zu Rollingen.;Sagenschatz des Luxemburger Landes
2125;7;987;1100;987. Die Wäscherinnen am Scholtesbur zu Lintgen.;XIII. Nachlese.;NoGroup;Lintgen;6.127963;49.722279;"987. Die Wäscherinnen am Scholtesbur zu Lintgen. Einst kam ein Dorfbewohner, von seinem Hunde begleitet, gegen Mitternacht an dem Scholtesbur zu Lintgen vorbei. Da sah er zwei Frauen am Brunnen unter tiefstem Schweigen ihre Waschbleuet mit gewaltigen Schlägen schwingen. Der Hund drückte sich lautlos und ängstlich an die Seite seines Herrn. Dieser warf einen flüchtigen Blick auf die Frauengeftalten und eilte rasch vorüber; aber kaum hatte er einige Schritte gemacht, als er hinter sich gehen hörte und einen langen Schatten zu seinen Füßen bemerkte. Schnell wandte er sich uni und sah, daß eine der Frauen hinter ihm herkam; die andere folgte in einiger Entfernung. „Was wollt ihr?"" rief er den Frauen zu, erhielt aber keine Antwort; da er sich jedoch nicht angegriffen sah, auch keinen Vorwand hatte, selbst anzugreifen, so ließ er die Frauen ruhig gewähren. Diese folgten ihm immer dicht auf den Fersen nach. Der Mann hielt den Stock, den er in der Hand trug, bereit, um bei der geringsten Berüh<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=2125"">[...]</a>";Sagenschatz des Luxemburger Landes
