sagenid;werkid;sagennummerimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
470;3;221;221. Raugraf Heinrich und Maria von Brabant;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;V. Von Helden, Geschlechtern und Wappen.;Altenbaumberg;0.0;0.0;"221. Raugraf Heinrich und Maria von Brabant.Einer des Stammes der Raugrafen aufAltenbaumberg war am Hofe des Pfalzgra-fen Ludwig und von diesem wie von der Pfalz-gräfin sehr geachtet. Als einmal Ludwig längereZeit abwesend sein mußte, verkehrte sie mit demRaugrafen am meisten. Aber auch ihn riefenAmtsgeschäfte weg und zwar in die Nähe des Pfalz-grafen. Die Pfalzgräfin fühlte sich einsam und ver-langte nach ihrem Gemahl. Weil sie wußte, daßder Raugraf etwas über ihn vermochte, so ließ siemit einem Schreiben an den Pfalzgrafen aucheines an ihn abgehen. Darin sagte sie ihm die Er-füllung einer frühern Bitte zu, wenn er ihren Ge-mahl zur Heimkehr bewege. Damit jedoch der desLesens unkundige Bote die Briefe nicht verwechsele,siegelte sie den für Ludwig bestimmten mit rotem,den andern aber mit schwarzem Wachse.Dennoch geriet letzterer in des Fürsten Hand;neugierig erbrach er ihn, bestürzt las er die zwei-deutigen Worte, mit Argwohn deutete er sie. DerBote ward das erste Opfer seiner aufloderndenEifersucht. Vom Dolche getroffen sant er zur Erde.In jähem Zorne jagte er auf schnellem Roß nachHause.Der Schloßvogt trat ihm ehrfurchtsvoll ent-gegen, ward aber niedergestochen; ebenso ein Edel-fräulein, das ihn auf den Stufen begrüßen wollte.Vier andere Jungfrauen ließ der Rasende hieraufvon den Zinnen des Schlosses stürzen, seine Ge-mahlin selbst aber enthaupten. Erst nach gekühlterWut ward er der Vernunft zugänglich.Schmerz und Reue drückten ihn nieder, als erdie Ermordete unschuldig fand, und sein Haupt er-graute über Nacht. Der Raugraf aber beklagte sichwegen befleckter Ehre bei den Reichsfürsten undeilte am Ende selbst fort sich Genugtuung zu ver-schaffen. Umsonst. Da irrte er in der Welt umherund verschwand spurlos.Lange nachher kam ein Mönch an das Schloß zuDonauwörth und bat um die Erlaubnis in derSchloßkapelle beten zu dürfen, wo die Asche der un-schuldig Getöteten ruhte. Die ganze Nacht blieb erdarin, und als man am Morgen nach ihm sah, warer tot. An seinem Halse trug er einen Siegelringmit dem Wappen des Raugrafen.";Pfälzisches Sagenbuch
471;3;222;222. Franz von Sickingen und der Geist vom Rotenfelsen;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;V. Von Helden, Geschlechtern und Wappen.;Ebernburg;7.84523;49.81159;"222. Franz von Sickingen und der Geist vom Rotenfelsen.Im Innern des Rotenfelsen, nicht weitvon Ebernburg, hauset seit alter Zeit ein Berg-geist. In mondhellen Herbstnächten treibt er seinWesen und verschwindet wieder mit Anbruch desTages. Der Geist ist nicht böse; nur darf man ihnnicht reizen und necken. Manchmal schwebt er auchhinüber auf die Ebernburg; aber dann heult derSturm in Tönen der Klage um die zerfallene Burg;denn der Geist vom Rotenfels trauert um seinenLiebling. Und das war kein anderer als Franzvon Sickingen.Als Knabe hatte Franz einmal die jähe Fels-wand erklettert und schlief hart am Rande der grau-sigen Schlucht ein. Es war schon spät in der Nacht. Datrug der Berggeist den Knaben, den die Reisigen sei-nes Vaters und die hörigen Leute des Dörfleins such-ten, in seine krystallene Wohnung. Als Franz er-wachte, sah er ringsum eine seltene Pracht. DerGeist schwebte mit freundlichem Wesen auf ihn zu.Der Knabe aber stand trotzig auf und fragte, wo ersich befinde und wie er hierher gekommen sei. DerGeist erzählte ihm, wo er ihn gefunden und wie erihn gerettet habe. Das ließ sich Franz gefallen,dankte furchtlos dem Geiste, verlangte aber also-bald, daß er ihn zur Ebernburg bringe. SolchWesen gefiel dem Geiste und er zeigte Franz seineSchätze und lud ihn ein sich zu nehmen, was erwolle. Der Knabe aber nahm nichts, sondern batnur, daß er wiederkehren dürfe. Da gab ihm derGeist ein güldenes Kettlein, daran ein Edelsteinhing, und sagte: ,,So oft du zur Dämmerstunde zumir herein willst, so nimm den Stein in die Handund alsbald werde ich dich hereingeleiten."" Franzlegte das Kettlein um den Hals und verbarg essorgfältig. Darauf führte ihn der Berggeist sichernSchrittes hinab und hinüber nach der Ebernburgund verschwand. Wurde der Knabe auch unwilligempfangen, so sagte er doch nichts von dem, wasihm begegnet war.So lebte Franz forthin in steter Gemeinschaftmit dem Geiste im Rotenfelsen. Als er zum Rittergeworden war, da standen ihm dessen Schäße offenzu seinen Taten und Zügen. Nur einmal warnteihn der Geist - als er gen Trier zog - und wandtesich grollend von ihm, als er dennoch den Zug unter-nahm. Von dort an verfolgte den Ritter das Un-glück, bis er von seinen Feinden besiegt auf seinerFeste Landstuhl den Tod fand.Der Geist aber trauerte tief um ihn und ver-schloß sich ein Jahr lang in seiner krystallenen Woh-nung. Dann ließ er sich wieder sehen und schwebtnoch heute um Fels und Burg. Trübe und wolkigist seitdem sein Gewand und im Grase am Ufer derNahe glänzen seine Tränen, die er um seinen Lieb-ling, den letzten Ritter, weint.";Pfälzisches Sagenbuch
472;3;223;223. Der alte Ruppert vom Ruppertsfelsen;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;V. Von Helden, Geschlechtern und Wappen.;Ruppertsfelsen;0.0;0.0;"223. Der alte Ruppert vom Ruppertsfelsen.In den Ruppertsfelsen bei Rup-pertsweiler war ehemals ein Felsenschloß ein-gebaut, wovon noch heute Mauertrümmer, ein-gehauene Treppen, Kammern und Zisternen zusehen sind.Dort hauste einst lange Zeit der alte RitterRuppert, der für seine Feinde, ja selbst für den Todunbezwinglich schien. Einmal entging er seinenVerfolgern, indem er mit seinem Pferde einen ge-waltigen Sprung vom Felsen machte. Als weit undbreit schon alle Schlösser zerstört waren, ritt erimmer noch gepanzert aus seinem Räuberneste zumgroßen Schrecken der Wanderer.Da nahten eines Morgens die Bürger einerReichsstadt. Der Alte blickte von seinem Felsenhöhnisch auf sie nieder, nahm dabei den Festpokalzur Hand und trank seinen Ahnen ein ,,Glückauf!""Mit Spott rief er denen im Tale zu: ,,Ei, so kommtdoch nur herauf!""Da traten die Bürger zur Seite und richteteneinen Schlund von Eisen gegen die Burg. Solcheshatte der alte Ruppert nie gesehen und lästernd hober den Becher zum Mund. Da zuckte aus demschwarzen Rohre ein Blizstrahl ein Krachund der Eisenmann lag zerschmettert im Tale.";Pfälzisches Sagenbuch
473;3;224;224. Das Kloster Seebach;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Seebach;8.31336;48.40372;"224. Das Kloster Seebach.Im Kloster zu Seebach wohnteeinmal eine Nonne, die war desKlosterlebens überdrüssig. Sievergoß manche Träne der Sehn-sucht und wäre gern wieder zu-rück in die Welt. Einem Ritter,den sie innig liebte, bewahrtesie ein teueres Gedenken und wollte seinetwegenihrem heiligen Gelübde untreu werden.Da erschien ihr des Nachts die heilige Jung-frau und mit Tränen in den Augen sagte sie: ""Haltedein Gelübde!"" Die Nonne versprach es, gerührtdurch die Erscheinung, und lebte fortan getreu ihremVersprechen.Noch jetzt vernimmt man an warmen Abendenbei sanftem Winde Seufzer aus den moosigenGrüften.";Pfälzisches Sagenbuch
474;3;225;225. Das Kloster Marienstein;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Marienstein;9.9307;51.62561;"Jn der Nähe von Zweibrücken stand ehe-dem das Kloster Marienstein. Einmal nunvergaßen die Nonnen alle Zucht, unterließen Gebetund Gesang und jede Andacht war geschwunden.Nur eine einZige blieb ihrem Gelübde treu; siewollte nicht teilhaben an dem schlimmen Weltgeiste,der in die frommen Mauern eingeZogen war. Des-halb schloß sie sich in ihrer Zelle ein um ganz ihremGotte zu dienen. selbst spät in der Nacht sah mannoch ein Lichtlein darin brennen; vor dem Kruzifixekniete sie nieder und betete für ihre verweltlichtenSchwestern. Und als sie bald darauf entschlief, datrug ein Engel ihre seele hinauf in des HimmelsHöhen.Längst schon lag sie im Grabe gebettet und nochimmer gewahrte man zur Nachtzeit in ihrer Zelleein Licht und ihr Bild vor dem Kreuze, und wiesanfter Harfenton erklangen ihre Psalmen um dasKloster. später aber zogen wieder andere Nonnenein; die erneuerten den alten, frommen Kloster-geist und lebten in heiliger Zucht und Andacht.Da erlosch das Licht in der Zelle und die Kloster-frau wurde seitdem nicht mehr gesehen.Vom Marienstein wurde früher auch erzählt:Einst gingen am Morgen zwei Mädchen an demMarienstein vorüber. Da sahen sie eine schwarzeNonne mit einem Bund Schlüssel. Die winkteihnen zu kommen; erschrocken wollten die Mädchen fliehen, verirrten sich aber und kamen wieder anden Marienstein. Nun sahen sie den Eingang zueiner Höhle und die Tür war geöffnet. Gleichhinter derselben stand eine eiserne Kiste und daraufsaß ein Hund mit feurigen Augen. Neben der Kistelag ein ungeheurer Frosch. Voll schrecken ergriffendie Mädchen die Flucht.";Pfälzisches Sagenbuch
475;3;226;226. Die Brautfahrt;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Böckelheim;7.74425;49.80891;"226. Die Brautfahrt.Die Herren von Montfort lebten mit demErzbischof von Mainz in Fehde, darum aber auchmit ihrem Nachbarn, dem Rheingrafen vomStein, der ein Bundesgenosse des Bischofs war.Ein Montforter aber hielt gute Freundschaft mitdem Ritter von Böckelheim, einem Freundederer auf dem Stein, und besuchte ihn häufig aufseinem Schlosse. Dorthin kam auch nicht seltendie hübsche Tochter des Rheingrafen. Der Mont-forter sah sie und gewann sie lieb.Des Fräuleins Vater, der davon nichts ahnte,sagte bald darauf seine Tochter dem Rheingrafenvon Grehweiler zu und der Hochzeitstag ward an-beraumt. Den beiden Liebenden war schlimm zu-mute; doch der Böckelheimer tröstete sie und ver-sprach zu helfen.Der Hochzeitstag kam und die Vermählungsollte auf dem schlosse zu Grehweiler gefeiert werden. Der Böckelheimer war auch geladen. Dergab dem frommen Pferde, das die Braut gewöhn-lich ritt und das sie heute zu ihrem Bräutigam tra-gen sollte, heimlich ein Pülverlein, daß es erkrankteund unbrauchbar wurde. ""Schicket nach meinerBurg, "" sprach er, ""und lasset den Zelter meinerschwester holen, der geht sanft und ist lammfromm.""Gesagt, getan. Das Pferd kam, war aber dasdes Ritters von Montfort, das den Weg von Alsenznach Hause gar wohl kannte. Es trug die Brautimmer eine kleine Strecke voraus und an derMühle, wo der Weg gen Montfort abbiegt, flog esplötzlich mit seiner schönen Last windschnell davon;der ganze Zug natürlich eiligst hinterdrein.Als man der Burg Montfort ansichtig wurde,war der zelter mit der Braut schon am Tore. Dastat sich flugs auf und schloß sich hinter der Reiterinwieder. Der Rheingraf tobte und forderte sein ge-raubtes Kind zurück. ""Hab' Euer Kind nicht ge-raubt, "" gab der Montforter zur Antwort, ""es wirdfreiwillig mein Weib "" Der Rheingraf zieht mitHeerhaufen vor die Burg, aber der Montforterspricht: ""Gegen den Vater meines Weibes streite ichnicht. "" Da redet der Böckelheimer ein gutes Wortseinem Freunde zu Gunst und der Rheingraf gibtnach, der zu Grehweiler aber hat das Nachsehen.";Pfälzisches Sagenbuch
476;3;227;227. Weibestreue;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Montfort;7.76449;49.76611;"stolz ragen ehedem die Mauern der Ritter-burg Ruppertsecken ins Donnersberger Land.Heute ist sie fast spurlos verschwunden, da man dieMauerreste des alten schlosses zum Häuserbau indem Dorfe Ruppertsecken verwendete. Doch kannman unter dem ältern Geschlechte noch folgendesage hören.Einst belagerte der Kaiser Ruppertus (Rupp-recht von der Pfalz) die Burg. Aber der Graf undseine Leute wehrten sich tapfer, so daß die Belagerertrotz vieler Anstrengung und trotz großen Verlustesdas Felsennest nicht einnehmen konnten.Da schwur der Kaiser an den Jnsassen der Burgblutige Rache zu nehmen; nur die Gräfin dürfe alsschwaches Weib frei abziehen und mit sich nehmen,was ihr am liebsten wäre.Nach einer Weile, als der Kampf eingestelltwar, öffnete sich das Burgtor und heraus schrittkeuchend die Gräfin und trug auf ihrem Rücken denGrafen. Der Kaiser ward von solcher Treue der-maßen gerührt, daß er seinen Groll vergaß und allendas Leben schenkte.";Pfälzisches Sagenbuch
477;3;228;228. Das Fräulein mit dem steinernen Herzen;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Altenbaumberg;0.0;0.0;"228. Das Fräulein mit dem steinernen Herzen.Der Raugraf von Altenbaumberg hatteeine schöne Tochter, die war wild wie ein Knabe;aber von Liebe wollte sie nichts wissen und man nannte sie nur das Fräulein mit dem steinernenHerzen.Einst saß sie am Burgtor unter der Linde, dakam eine Zigeunerin mit sieben hungrigen Knabenheran und bat um Brot. Ohne Erbarmen wiessie das Ritterfräulein ab, und als sie noch fürderflehten, rief die Hartherzige den Knechten, daß siedie Hunde auf das Heidenvolk hetzten. Das Weibfloh mit ihren Kindern, rief aber zurück: ""Wartenur! Auch du wirst Mutter werden, Mutter vonsieben Knaben, und sie werden der Fluch deinesLebens sein.""Nach einiger Zeit kehrte der Sohn des Rittersvon Montfort, einst ihr Jugendgespiele, ausWelschland zurück und es gab sich, daß das Fräuleinmit dem steinernen Herzen sein Weib und nachJahresfrist wirklich Mutter von sieben Knäbleinward.Mit Schrecken sah die Gräfin das Fluchwortder Bettlerin in Erfüllung gehen, und da ihr Ge-mahl gerade in einer Fehde war, beschloß sie sechs derKinder zu ertränken. Eine alte, vertraute Dienerintrug sie in der Schürze fort zu den ""drei Weihern""Der Ritter von Montfort aber, der unerwartetzurückehrte, begegnete der Alten und fragte, was sieda trage. ""Junge Hunde, "" antwortete sie stotternd.Der Graf wollte sie sehen, sah sechs Knäblein inder Schürze und erfuhr das ganze Geheimnis. Er Hoheneck.Zu Nr. 231.Altenbaumburg.Zu Nr. 228 u. 229.nahm die Kinder und gab sie in Hallgarten in Pflege,die Dienerin aber stürzte er in die ""drei Weiher.""Zu Hause sprach er kein Wort davon, aber seineLiebe zur Gattin war dahin; er wurde hart undkalt gegen sie und schied bald darauf um einen zugzum heiligen Grabe zu tun. Zuvor aber ließ erauch das siebente Kind, das die unnatürliche Mut-ter zurückbehalten hatte, ihr heimlich wegnehmen.Die Schwergeprüfte verzehrte sich fortan inGram und Reue.Doch nach fünf Jahren trieb den Grafen dieSehnsucht zu seinen Kindern zurück. Noch ehe erseine Burg Montfort erreichte, vernahm er schon,daß die Burgfrau ihr Leben unter steten Buß-übungen hinbringe. Da wich von ihm der alteGroll. Als Pilger verkleidet ließ er sich meldenund fand seine Gattin bleich und abgehärmt imBüßergewande. Nun gab er sich zu erkennen, sieaber bekannte unter vielen Tränen ihre schwereSchuld und ihre Absicht in ein Kloster zu gehen.Der Ritter eilte fort und kam erst gegen Abend wie-der. ""Gott ist barmherzig, "" sprach er, ""und hatdeine Sünde abgewendet. "" Dann führte er sie ineine Halle und siehe, sieben fünfjährige Knäblein,frisch und gesund, spielten da miteinander.Der Fluch des Heidenweibes war gelöst undvon der Stunde an wurde die Gräfin eine glück-liche Gattin und Mutter; denn das steinerne Herzwar weich und milde geworden.";Pfälzisches Sagenbuch
478;3;229;229. Die Lilie zu Altenbaumberg;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;NaN;0.0;0.0;"Zu Altenbaumberg an der Alsenz wuch-alljährlich mitten im Schloßhofe an einer Stelle,wo es gar schauerlich hohl klang, ein Lilienstengelauf, der immer nur zwei Blüten trieb. Selbst dasSteinpflaster konnte ihm nicht hinderlich sein undso oft man ihn abbrach, er kam immer wieder.Suchte man nach der zwiebel, so fand man denBoden leer; aber Modergeruch stieg daraus empor.Zu gleicher Zeit wohnte dort in einem kleinenTurmgemache ein uralter Raugraf, über 200 Jahrezählend, als ob ihn der Tod vergessen hätte. Stummund taub, konnte er niemand sein Leid klagen, dasjeder in seinen Zügen las. Allabendlich wankte er,auf seinen Stab gestützt, nach der wundersamenLilie, mit deren Blumen sein langer Bart an Weißewetteiferte, kniete nieder und weinte bitterlich.Da kehrte einmal, als der Greis wieder bei denLilien weilte und sie mit seinen Tränen begoß, einPilger in der Burg ein und wurde von dem Herrnderselben, einem jungen Raugrafen, gastlich auf-genommen. Beim Anblick des leidenden Altensprach der heilige Wanderer: ""Dir soll bald Trostwerden, du hast genug gebüßt. "" Neugierig fragteder Burgherr nach dem Sinn der dunkeln Worte,worauf ihm der Fremdling erzählte:""Vor langer Zeit ging ein Raugraf auf Aben-teuer aus. Auf seinen Zügen lernte er ein ebensoschönes als edles Fräulein kennen und führte es als sein Weib heim. Bald darauf zog er ins gelobteLand zum Kampfe gegen die Ungläubigen. Wäh-rend seiner Abwesenheit erschien auf Altenbaum-berg ein ehemaliger Bewerber der schönen Frau undflehte heiß um ihre Gunst. Doch alle Versuche ihreTreue zu erschüttern blieben vergebens. Da schwurer ihr Rache und machte sich auf nach Palästina.Er fand den Raugrafen und ließ gelegentlich einigeWorte über die Untreue seiner Gemahlin fallen.Scheinbar widerstrebend erzählte er nun, wie dieschöne Frau einem Burgknappen ihre Liebe schenke.Sogleich verließ der erzürnte Raugraf das Heerder Kreuzfahrer und eilte der Heimat zu.Im Pilgergewande kam er unerkannt auf seineBurg und bis ins Gemach seiner Gemahlin, in demgerade der bezeichnete Knappe Dienste tat. DerDolch des Wütenden streckte ihn sogleich nieder undnach einem Schrei des Entsetzens, der ihm nur ihreUntreue bestätigte, stürzte auch die Burgfrau er-dolcht zusammen. Als bewaffnete Diener herbei-eilten, riß er die Kutte von sich und zeigte sich ihnenals ihren Herrn.Sogleich ließ er eine Grube machen, die zweiLeichen ohne Sarg und ohne Priestersegen hinein-werfen und die Offnung vermauern. Aber schonam nächsten Morgen bezeugten ihm die zwei Lilienüber dem Grabe die Unschuld der Gemordeten, wo-für auch alle Burgbewohner eintreten konnten.Die tiefe Reue des Alten und sein täglicher Gang zum Grabe vermochten bis heute die Greuel-tat nicht zu sühnen und so wandelt er Jahrhunderteals lebendige Leiche umher. Nur wenn ein glück-liches Ehepaar aus seiner Nachkommenschaft die Ge-beine der Schuldlosen auf christliche Weise bestattet,löst sich der Fluch.""Da sahen sich der Burgherr und seine Gemah-lin mit einem seligen Blicke an. Sie ließen nochzur selben Stunde die Asche der Unglücklichen aus-graben und auf feierliche Weise beisetzen. Da welk-ten die Lilien zusammen.Und als der alte Raugraf wieder zum Schloß-hofe kam, brach das Band seiner zunge. Freudigerschüttert rief er zum Himmel: ""Ewiger Richter,nun bist du mir gnädig! "" und sank tot nieder. Eswurde ihm ein ehrenvolles Begräbnis neben denOpfern seines Jähzornes.";Pfälzisches Sagenbuch
479;3;230;230. Die gelben Schlüsselblumen;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Großer Stiefel;7.08969;49.25562;"230. Die gelben Schlüsselblumen.Am Südabhange des Großen stiefel beist. Ingbert, unterhalb der spärlichen Schloß-ruine, wächst sehr zahlreich die Waldschlüsselblume.Früher als an anderen Orten öffnen sich dort ihregelben Blüten.Vor langen, langen Jahren an einem Vor-frühlingstage, als noch der Schnee ringsum in denRinnen und Schluchten der Berge lag. erging sichhier eine Jungfrau. Kummer und Leid bedrückten ihre Seele; denn ihr Bräutigam, ein flotter Jägers-mann, hatte sie verlassen, weil es ihr an irdischemGute fehlte, und dafür eine reiche Bauerntochter ge-freit. Die Arme besaß nicht Vater und Mutter,nicht Bruder und Schwester, denen sie ihre Not kla-gen und bei denen sie Trost finden konnte. In derstillen Einsamkeit des Waldes weinte sie sich aus.Da fiel ihr Blick auf die gelben schlüsselblu-men. Sie pflückte eine Blüte und wollte gehen.Doch der Blumenflor ließ sie nicht los; sie nahmimmer weiter und weiter davon und immer mehrvergaß sie Kummer und Leid. Es war schon Abend,als sie mit einem mächtigen strauße in ihrem Hütt-lein ankam. Müde begab sie sich zur Ruhe, indemsie ihre Seele Gott und seinen heiligen Engelnbefahl.Am andern Morgen war ihr erstes nach denBlumen zu sehen. Doch was sollte sie erblicken?Alle die gelben Blütensterne hatten sich in der Nachtin pures, blinkendes Gold verwandelt. Das Wun-der sprach sich bald herum, so geheim sie es auchhielt; doch jedermann gönnte der Braven ihr Glück.Sie zog später nach einer nahen Stadt, wo siedie Frau eines angesehenen Bürgers wurde undmit ihrem Reichtum viel Gutes stiftete. Der un-getreue Jäger aber hatte bald das erlangte Ver-mögen verpraßt und fand einen bösen Tod imWalde.Jedes Jahr pflücken seitdem junge und alte Menschenkinder von den schönen Schlüsselblumen am""Stiefel""; allein das Wunder, das dazumal gescha.hat sich nicht wiederholt.";Pfälzisches Sagenbuch
480;3;231;231. Hildegard von Hoheneck;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Enkenbach;7.9;49.48333;"231. Hildegard von Hoheneck.Die schöne Hildegard von Hoheneck hatteihre Lust an der Jagd; darum streifte sie oft tage-lang in dem Walde umher, der auf viele Stundenweit die Burg Hoheneck umgab.Eines Abends ruhte sie ermüdet an einem Fels-brunnen; da kam ein altes Weiblein des Weges da-her und schöpfte mit der hohlen Hand einen Trunkaus der Quelle. Hildegard fragte das Mütterchen,wer es sei und wohin es gedenke. ""Die Leute nen-nen mich die Waldfrau"", antwortete die Alte, dennmeine Heimat ist in diesem Forst.""Hildegard hatte schon mehr als einmal von derWaldfrau gehört und wußte, daß sie wahrsagenkönne. Drum sprach sie zu ihr: "" Man sagt, ihrkönnt die rätselhaften Linien in der menschlichenHand deuten. So tut mir doch einmal so! "" Dabeihielt sie ihre Rechte dem Mütterchen hin.""O Jungfrau"", versetzte die Alte, ""wer wirdso vorwitzig sein und einen Blick in die Zukunfttun! Doch du willst es, so laß sehen! "" Und nach-dem sie eine kleine Weile die zarten Falten derHand betrachtet hatte, sprach sie mit dumpferStimme: ""Der Pfeile einer, die du in deinem Köcher trägst, er wird den Nibling von Flörsheim durch-bohren.""Die Jungfrau erschrak nicht wenig; denn Nib-ling von Flörsheim war ihr Verlobter. Doch faßtesie sich bald, weil sie leichten Sinnes war, und hieltdie Worte der Waldfrau für eitles Geschwätz. Aufdem Wege zur Burg pürschte sie noch weiter undschoß auch nach einem Raubvogel. Das Tier fielgetroffen nieder, jedoch so ins Gebüsch, daß sie dieBeute nicht finden konnte.Wenige Tage nachher kam ein Holzhackeratemlos auf das Schloß gelaufen und berichtete, derNitter von Flörsheim liege tot im Walde; er seiauf dem Wege nach Hoheneck rücklings von einemPfeile getroffen worden.Hildegard eilte hinaus zur Stelle und erkannteaugenblicklich, daß ihr Verlobter mit ihrem eigenenPfeile getötet worden war. Ein Nebenbuhler desRitters von Flörsheim hatte das Geschoß gefundenund, da der Jüngling eben durch den Wald daherritt, auf ihn abgedrückt.Die Jungfrau machte nun eine fromme Stif-tung in das Kloster Enkenbach und ließ auf derStelle, wo ihr Geliebter gefallen war, eine Kapelleerichten.";Pfälzisches Sagenbuch
481;3;232;232. Das Fräulein von Wilenstein;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Aschbach b. Kaiserslautern;0.0;0.0;"Nicht weit von dem freundlichen DorfeTrippstadt liegen am rechten Ufer der Moosalbdie Ruinen der Doppelburg Wilenstein-Flörsheim, vom Volke das Wilster Schloß ge-nannt.Als dasselbe noch bewohnt war, verdingte sicheinst ein ungemein schöner Jüngling - man wußtenicht, woher er gekommen war - in die Nähe alsSchäfer. Seine Schönheit und sein edles Wesenmachten ihn bald bemerklich, so daß alles von ihmredete. Der Ruf von dem rätselhaften Hirtendrang auch zur Tochter des Ritters von Flörsheimauf Wilenstein und sie ward begierig ihn zu sehen.Zufällig fand sie einmal beim Blumensucheneinen anmutigen Schäferjüngling, der zunächst sei-ner Herde im Grase schlief. Wuchs und Antlitzließen die Gewißheit aufkommen, daß der Schla-fende der viel besprochene Fremdling sei.Wie der nun erwachte, entfloh die schüchterneJungfrau mit raschen Schritten; doch trug sie seinBild mit sich fort in ihrem Herzen.Als sie ihn nach kurzer Frist wiederum traf.wechselten die beiden einige Worte. Täglich warsie nun auf dem Erker des Schlosses, wenn er seineHerde vorbeitrieb, und erwiderte seinen Gruß.Alle Bewerber, die auf Wilenstein erschienen,wurden abgewiesen, obgleich das Fräulein denGrund geheim hielt. Als aber ein Ritter Siegebert um ihre Hand warb, drang der Vater auf Zusageund die folgsame Tochter schwankte schon. Nur nocheinmal wollte sie vorher von ihrem Erker den Schä-fer sehen. Doch der kam nicht mehr.Bangen Herzens eilte sie an den Ort, wo er ge-wöhnlich weidete, und traf einen andern. Und siehörte von ihm, wie dem schönen Hirten das Herzvor Gram gebrochen und daß er im kühlen Grabeschlummere. Leichenblaß und wankend suchte sie beieinem nahen Klausner Trost. Aber auf dem Rück-wege zur Burg fiel die vor Schreck noch halb Be-täubte von einem Stege, den sie überschreitenwollte, ins Wasser und ertrank.Der Klausner berichtete alles dem verzweifel-ten Vater und der ließ zum Gedenken ein Kirch-lein erbauen und Hirtenstab und Flöte in Stein ge-hauen am Turme einfügen. Der Turm mit den bei-den Zeichen ist heute noch zu sehen und liegt beimAschbacherhofe, nicht weit von Kaiserslautern.";Pfälzisches Sagenbuch
482;3;233;233. Schön Elsbeth von der Kästenburg;C. Von allerlei Gutem und Bösem. (Ethische Sagen.);I. Von mancherlei Treue und Verrat.;Speyer;8.4;49.35;"233. Schön Elsbeth von der Kästenburg.Die ehemalige Kästenburg, heute Mar-burg oder gewöhnlich das Hambacher Schloßgenannt, wurde im Jahre 1100 von dem BischofJohann von Speyer dem Domstift daselbst auf ewigeZeiten übergeben. Im Bauernkrieg hat sie nurwenig Schaden genommen; doch brannte sie bald darauf (1552) Markgraf Albrecht von Brandenburg(Alcibiades) fast vollständig nieder. Darüber weißdie sage wie folgt zu erzählen:Des Burgvogts Sohn, Junker Robert, liebtegegen seines Vaters Willen das schönste Mädchender Haardt, Elisabeth, die im Schlosse als treueMagd diente. Da zogen die Scharen Albrechts, dersoeben Speyer genommen hatte, in der Nacht vordie Kästenburg und forderten unter heftigenDrohungen zur übergabe auf. Die Inwohner setztensich indes tapfer zur Wehr. Doch als Robert schwerverwundet ward und in einem Teile der Burg schondas Feuer wütete, da entschloß man sich durch einenunterirdischen Gang zu entfliehen.Mit Kienfackeln zogen darauf der Burgvogtund sein Gesinde in aller Stille ab, wobei Robert,den man notdürftig verbunden hatte, getragen wer-den mußte. Schon waren die Flüchtigen ins Freieund in den Wald gelangt, da fiel dem Vogte ein,daß er des Bischofs Edelstein im Schreine des Erkerszurückgelassen hatte. Er forderte auf, ihn zu holen,und als sich kein Knecht meldete, schwur er demBringer des kostbaren Steines jede Bitte zu er-füllen und noch eine goldene Kette obendrein zugeben.Da tritt schön Elsbeth vor und will das Wag-nis unternehmen, wenn ihr des Vogtes Sohn alsPreis wird. Der rät mit Bitten davon ab; doch alssein Vater in der Verzweiflung der Jungfrau zu- sagt, eilt diese durch den Schacht zurück ins Schloßund findet in dem schon brennenden Erker ein Käst-chen mit dem Stein. Wie sie aber in den Burghofherabkommt, sind auch die Feinde schon eingedrun-gen und nun soll sie das geheime Tor des Abzugesund den verborgenen Schatz des Bischofs verraten.Lieber jedoch erleidet sie den Tod und die durch dasFeuer herabfallenden Balken treffen ihren Leichnam.Lange wartet man im Walde auf die Rückkehrdes Mädchens; doch vergebens. Da reißt Robert dieBinde von seiner Wunde und verblutet sich in seinesVaters Schoß.";Pfälzisches Sagenbuch
